"ID","Registry name","Spawns"
10,"minecraft:frozen_ocean","{ iceandfire:dread_lich [weight: 2, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:drowned [weight: 5, min: 1, max: 1] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { upgrade_aquatic:thrasher [weight: 90, min: 1, max: 2] }; { alexsmobs:seal [weight: 30, min: 3, max: 8] }; { alexsmobs:seal [weight: 30, min: 3, max: 8] }; { minecraft:polar_bear [weight: 1, min: 1, max: 2] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { alexsmobs:cachalot_whale [weight: 2, min: 1, max: 2] }; { alexsmobs:cachalot_whale [weight: 2, min: 1, max: 2] }; { alexsmobs:orca [weight: 2, min: 3, max: 4] }; { alexsmobs:orca [weight: 2, min: 3, max: 4] }; { minecraft:squid [weight: 1, min: 1, max: 4] }; { upgrade_aquatic:glow_squid [weight: 67, min: 1, max: 1] }; { aquaculture:atlantic_cod [weight: 5, min: 1, max: 1] }; { aquaculture:atlantic_halibut [weight: 2, min: 1, max: 1] }; { aquaculture:atlantic_herring [weight: 20, min: 1, max: 6] }; { aquaculture:blackfish [weight: 13, min: 1, max: 4] }; { aquaculture:jellyfish [weight: 10, min: 1, max: 3] }; { aquaculture:pacific_halibut [weight: 3, min: 1, max: 1] }; { aquaculture:pink_salmon [weight: 6, min: 1, max: 2] }; { aquaculture:pollock [weight: 8, min: 1, max: 2] }; { aquaculture:rainbow_trout [weight: 6, min: 1, max: 2] }; { aquaculture:red_grouper [weight: 6, min: 1, max: 2] }; { aquaculture:tuna [weight: 1, min: 1, max: 1] }; { minecraft:salmon [weight: 15, min: 1, max: 5] }"
11,"minecraft:frozen_river","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:dread_lich [weight: 2, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:drowned [weight: 1, min: 1, max: 1] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { environmental:duck [weight: 5, min: 2, max: 4] }; { waddles:adelie_penguin [weight: 7, min: 1, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { minecraft:squid [weight: 2, min: 1, max: 4] }; { aquaculture:bluegill [weight: 20, min: 1, max: 6] }; { aquaculture:brown_trout [weight: 10, min: 1, max: 3] }; { aquaculture:carp [weight: 10, min: 1, max: 3] }; { aquaculture:minnow [weight: 18, min: 1, max: 5] }; { aquaculture:muskellunge [weight: 3, min: 1, max: 1] }; { aquaculture:perch [weight: 20, min: 1, max: 6] }; { aquaculture:pink_salmon [weight: 6, min: 1, max: 2] }; { minecraft:salmon [weight: 5, min: 1, max: 5] }; { upgrade_aquatic:pike [weight: 11, min: 1, max: 2] }"
12,"minecraft:snowy_tundra","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:dread_lich [weight: 2, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 20, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:stray [weight: 80, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { savageandravage:iceologer [weight: 8, min: 1, max: 1] }; { alexsmobs:moose [weight: 9, min: 3, max: 4] }; { alexsmobs:moose [weight: 9, min: 3, max: 4] }; { minecraft:polar_bear [weight: 1, min: 1, max: 2] }; { minecraft:rabbit [weight: 10, min: 2, max: 3] }; { waddles:adelie_penguin [weight: 7, min: 1, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bluegill [weight: 20, min: 1, max: 6] }; { aquaculture:brown_trout [weight: 10, min: 1, max: 3] }; { aquaculture:carp [weight: 10, min: 1, max: 3] }; { aquaculture:minnow [weight: 18, min: 1, max: 5] }; { aquaculture:muskellunge [weight: 3, min: 1, max: 1] }; { aquaculture:perch [weight: 20, min: 1, max: 6] }"
13,"minecraft:snowy_mountains","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:dread_lich [weight: 2, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 20, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:stray [weight: 80, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { savageandravage:iceologer [weight: 8, min: 1, max: 1] }; { alexsmobs:snow_leopard [weight: 20, min: 1, max: 2] }; { alexsmobs:snow_leopard [weight: 20, min: 1, max: 2] }; { alexsmobs:sunbird [weight: 2, min: 1, max: 1] }; { alexsmobs:sunbird [weight: 2, min: 1, max: 1] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { minecraft:polar_bear [weight: 1, min: 1, max: 2] }; { minecraft:rabbit [weight: 10, min: 2, max: 3] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bluegill [weight: 20, min: 1, max: 6] }; { aquaculture:brown_trout [weight: 10, min: 1, max: 3] }; { aquaculture:carp [weight: 10, min: 1, max: 3] }; { aquaculture:minnow [weight: 18, min: 1, max: 5] }; { aquaculture:muskellunge [weight: 3, min: 1, max: 1] }; { aquaculture:perch [weight: 20, min: 1, max: 6] }"
14,"minecraft:mushroom_fields","{ majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { alexsmobs:mungus [weight: 4, min: 3, max: 5] }; { alexsmobs:mungus [weight: 4, min: 3, max: 5] }; { minecraft:mooshroom [weight: 8, min: 4, max: 8] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bluegill [weight: 20, min: 1, max: 6] }; { aquaculture:brown_shrooma [weight: 26, min: 1, max: 8] }; { aquaculture:brown_trout [weight: 10, min: 1, max: 3] }; { aquaculture:carp [weight: 10, min: 1, max: 3] }; { aquaculture:catfish [weight: 1, min: 1, max: 1] }; { aquaculture:gar [weight: 6, min: 1, max: 2] }; { aquaculture:minnow [weight: 18, min: 1, max: 5] }; { aquaculture:muskellunge [weight: 3, min: 1, max: 1] }; { aquaculture:perch [weight: 20, min: 1, max: 6] }; { aquaculture:red_shrooma [weight: 26, min: 1, max: 8] }; { aquaculture:smallmouth_bass [weight: 10, min: 1, max: 3] }"
15,"minecraft:mushroom_field_shore","{ majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { alexsmobs:mungus [weight: 4, min: 3, max: 5] }; { alexsmobs:mungus [weight: 4, min: 3, max: 5] }; { alexsmobs:seagull [weight: 21, min: 3, max: 6] }; { alexsmobs:seagull [weight: 21, min: 3, max: 6] }; { alexsmobs:seal [weight: 30, min: 3, max: 8] }; { alexsmobs:seal [weight: 30, min: 3, max: 8] }; { minecraft:mooshroom [weight: 8, min: 4, max: 8] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { alexsmobs:lobster [weight: 7, min: 3, max: 5] }; { alexsmobs:lobster [weight: 7, min: 3, max: 5] }; { aquaculture:atlantic_halibut [weight: 2, min: 1, max: 1] }; { aquaculture:atlantic_herring [weight: 20, min: 1, max: 6] }; { aquaculture:brown_shrooma [weight: 26, min: 1, max: 8] }; { aquaculture:jellyfish [weight: 10, min: 1, max: 3] }; { aquaculture:red_grouper [weight: 6, min: 1, max: 2] }; { aquaculture:red_shrooma [weight: 26, min: 1, max: 8] }; { aquaculture:tuna [weight: 1, min: 1, max: 1] }"
16,"minecraft:beach","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:seagull [weight: 21, min: 3, max: 6] }; { alexsmobs:seagull [weight: 21, min: 3, max: 6] }; { alexsmobs:seal [weight: 30, min: 3, max: 8] }; { alexsmobs:seal [weight: 30, min: 3, max: 8] }; { minecraft:turtle [weight: 5, min: 2, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { alexsmobs:lobster [weight: 7, min: 3, max: 5] }; { alexsmobs:lobster [weight: 7, min: 3, max: 5] }; { aquaculture:atlantic_halibut [weight: 2, min: 1, max: 1] }; { aquaculture:atlantic_herring [weight: 20, min: 1, max: 6] }; { aquaculture:jellyfish [weight: 10, min: 1, max: 3] }; { aquaculture:red_grouper [weight: 6, min: 1, max: 2] }; { aquaculture:tuna [weight: 1, min: 1, max: 1] }"
17,"minecraft:desert_hills","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:guster [weight: 35, min: 1, max: 2] }; { alexsmobs:guster [weight: 35, min: 1, max: 2] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:husk [weight: 80, min: 4, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 19, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 1, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:rattlesnake [weight: 12, min: 1, max: 2] }; { alexsmobs:rattlesnake [weight: 12, min: 1, max: 2] }; { alexsmobs:roadrunner [weight: 9, min: 2, max: 2] }; { alexsmobs:roadrunner [weight: 9, min: 2, max: 2] }; { alexsmobs:tarantula_hawk [weight: 6, min: 1, max: 1] }; { alexsmobs:tarantula_hawk [weight: 6, min: 1, max: 1] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { minecraft:rabbit [weight: 4, min: 2, max: 3] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bayad [weight: 6, min: 1, max: 2] }; { aquaculture:boulti [weight: 10, min: 1, max: 3] }; { aquaculture:capitaine [weight: 1, min: 1, max: 1] }; { aquaculture:synodontis [weight: 20, min: 1, max: 6] }"
18,"minecraft:wooded_hills","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { alexsmobs:tasmanian_devil [weight: 10, min: 1, max: 2] }; { environmental:deer [weight: 16, min: 1, max: 4] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { minecraft:chicken [weight: 10, min: 4, max: 4] }; { minecraft:pig [weight: 10, min: 4, max: 4] }; { minecraft:wolf [weight: 5, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bluegill [weight: 20, min: 1, max: 6] }; { aquaculture:brown_trout [weight: 10, min: 1, max: 3] }; { aquaculture:carp [weight: 10, min: 1, max: 3] }; { aquaculture:catfish [weight: 1, min: 1, max: 1] }; { aquaculture:gar [weight: 6, min: 1, max: 2] }; { aquaculture:minnow [weight: 18, min: 1, max: 5] }; { aquaculture:muskellunge [weight: 3, min: 1, max: 1] }; { aquaculture:perch [weight: 20, min: 1, max: 6] }; { aquaculture:smallmouth_bass [weight: 10, min: 1, max: 3] }"
19,"minecraft:taiga_hills","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:crow [weight: 10, min: 3, max: 5] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:grizzly_bear [weight: 8, min: 2, max: 3] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { alexsmobs:raccoon [weight: 10, min: 2, max: 4] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { minecraft:fox [weight: 8, min: 2, max: 4] }; { minecraft:rabbit [weight: 4, min: 2, max: 3] }; { minecraft:wolf [weight: 8, min: 4, max: 4] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bluegill [weight: 20, min: 1, max: 6] }; { aquaculture:brown_trout [weight: 10, min: 1, max: 3] }; { aquaculture:carp [weight: 10, min: 1, max: 3] }; { aquaculture:catfish [weight: 1, min: 1, max: 1] }; { aquaculture:gar [weight: 6, min: 1, max: 2] }; { aquaculture:minnow [weight: 18, min: 1, max: 5] }; { aquaculture:muskellunge [weight: 3, min: 1, max: 1] }; { aquaculture:perch [weight: 20, min: 1, max: 6] }; { aquaculture:smallmouth_bass [weight: 10, min: 1, max: 3] }"
20,"minecraft:mountain_edge","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { iceandfire:troll [weight: 40, min: 1, max: 3] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { savageandravage:iceologer [weight: 8, min: 1, max: 1] }; { alexsmobs:sunbird [weight: 2, min: 1, max: 1] }; { alexsmobs:sunbird [weight: 2, min: 1, max: 1] }; { cavesandcliffs:goat [weight: 10, min: 4, max: 6] }; { environmental:yak [weight: 20, min: 2, max: 4] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { minecraft:llama [weight: 5, min: 4, max: 6] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:bluegill [weight: 20, min: 1, max: 6] }; { aquaculture:brown_trout [weight: 10, min: 1, max: 3] }; { aquaculture:carp [weight: 10, min: 1, max: 3] }; { aquaculture:catfish [weight: 1, min: 1, max: 1] }; { aquaculture:gar [weight: 6, min: 1, max: 2] }; { aquaculture:minnow [weight: 18, min: 1, max: 5] }; { aquaculture:muskellunge [weight: 3, min: 1, max: 1] }; { aquaculture:perch [weight: 20, min: 1, max: 6] }; { aquaculture:smallmouth_bass [weight: 10, min: 1, max: 3] }"
21,"minecraft:jungle","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:ocelot [weight: 2, min: 1, max: 3] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:foliaath [weight: 70, min: 1, max: 4] }; { mowziesmobs:foliaath [weight: 70, min: 1, max: 4] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { neapolitan:plantain_spider [weight: 120, min: 3, max: 5] }; { neapolitan:plantain_spider [weight: 120, min: 3, max: 5] }; { alexsmobs:capuchin_monkey [weight: 55, min: 9, max: 16] }; { alexsmobs:capuchin_monkey [weight: 55, min: 9, max: 16] }; { alexsmobs:gorilla [weight: 50, min: 7, max: 7] }; { alexsmobs:gorilla [weight: 50, min: 7, max: 7] }; { alexsmobs:hummingbird [weight: 39, min: 7, max: 7] }; { alexsmobs:hummingbird [weight: 39, min: 7, max: 7] }; { aquaculture:arrau_turtle [weight: 8, min: 1, max: 2] }; { iceandfire:amphithere [weight: 50, min: 1, max: 3] }; { minecraft:panda [weight: 1, min: 1, max: 2] }; { minecraft:parrot [weight: 40, min: 1, max: 2] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:arapaima [weight: 1, min: 1, max: 1] }; { aquaculture:piranha [weight: 20, min: 1, max: 6] }; { aquaculture:tambaqui [weight: 6, min: 1, max: 2] }"
22,"minecraft:jungle_hills","{ alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { alexsmobs:centipede_head [weight: 8, min: 1, max: 1] }; { majruszs_difficulty:elite_skeleton [weight: 20, min: 1, max: 1] }; { majruszs_difficulty:giant [weight: 3, min: 1, max: 1] }; { minecraft:creeper [weight: 100, min: 4, max: 4] }; { minecraft:enderman [weight: 10, min: 1, max: 4] }; { minecraft:illusioner [weight: 20, min: 1, max: 2] }; { minecraft:ocelot [weight: 2, min: 1, max: 1] }; { minecraft:skeleton [weight: 100, min: 4, max: 4] }; { minecraft:slime [weight: 100, min: 4, max: 4] }; { minecraft:spider [weight: 100, min: 4, max: 4] }; { minecraft:witch [weight: 5, min: 1, max: 1] }; { minecraft:zombie [weight: 95, min: 4, max: 4] }; { minecraft:zombie_villager [weight: 5, min: 1, max: 1] }; { mowziesmobs:foliaath [weight: 70, min: 1, max: 4] }; { mowziesmobs:foliaath [weight: 70, min: 1, max: 4] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { mowziesmobs:grottol [weight: 2, min: 1, max: 1] }; { neapolitan:plantain_spider [weight: 120, min: 3, max: 5] }; { neapolitan:plantain_spider [weight: 120, min: 3, max: 5] }; { alexsmobs:capuchin_monkey [weight: 55, min: 9, max: 16] }; { alexsmobs:capuchin_monkey [weight: 55, min: 9, max: 16] }; { alexsmobs:gorilla [weight: 50, min: 7, max: 7] }; { alexsmobs:gorilla [weight: 50, min: 7, max: 7] }; { alexsmobs:hummingbird [weight: 39, min: 7, max: 7] }; { alexsmobs:hummingbird [weight: 39, min: 7, max: 7] }; { aquaculture:arrau_turtle [weight: 8, min: 1, max: 2] }; { iceandfire:amphithere [weight: 50, min: 1, max: 3] }; { iceandfire:hippogryph [weight: 2, min: 1, max: 1] }; { minecraft:panda [weight: 1, min: 1, max: 2] }; { minecraft:parrot [weight: 10, min: 1, max: 1] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:cockroach [weight: 4, min: 5, max: 5] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { alexsmobs:fly [weight: 3, min: 2, max: 3] }; { minecraft:bat [weight: 10, min: 8, max: 8] }; { aquaculture:arapaima [weight: 1, min: 1, max: 1] }; { aquaculture:piranha [weight: 20, min: 1, max: 6] }; { aquaculture:tambaqui [weight: 6, min: 1, max: 2] }"
